OM_CATEGORY_LABEL,FSQ_BEST_LABEL,FSQ_BEST_ID,FSQ_BEST_PRIMARY,FSQ_BEST_SECONDARY,BEST_SCORE,FSQ_ALT1_LABEL,ALT1_ID,ALT1_SCORE,FSQ_ALT2_LABEL,ALT2_ID,ALT2_SCORE,NEEDS_REVIEW
fencing_club,Sports and Recreation > Running and Track > Running Club,18052,Sports and Recreation , Running and Track ,70.5,Arts and Entertainment > Night Club,10032,66.2,Sports and Recreation > Water Sports > Sailing Club,18070,66.2,TRUE
packing_supply,Retail > Packaging Supply Store,17106,Retail , Packaging Supply Store,76.5,Retail > Sporting Goods Retail > Hunting Supply Store,17124,64.6,Retail > Furniture and Home Store > Kitchen Supply Store,17086,64.6,TRUE
refinishing_services,Business and Professional Services > Financial Service > Check Cashing Service,11048,Business and Professional Services , Financial Service ,67.4,Business and Professional Services > Online Advertising Service,11188,67.2,Business and Professional Services > Logging Service,11116,65.7,TRUE
officiating_services,Business and Professional Services > Logging Service,11116,Business and Professional Services , Logging Service,67.1,Business and Professional Services > Financial Service,11042,66.6,Business and Professional Services > Technology Business > IT Service,11108,66.0,TRUE
indoor_playcenter,Sports and Recreation > Indoor Play Area,18035,Sports and Recreation , Indoor Play Area,66.4,Arts and Entertainment > Bingo Center,10005,58.6,Landmarks and Outdoors > Palace,16031,57.4,TRUE
nurse_practitioner,Health and Medicine > Nurse,15021,Health and Medicine , Nurse,70.4,Travel and Transportation,19000,55.5,Travel and Transportation > Road > Intersection,19061,54.2,TRUE
structure_and_geography,Landmarks and Outdoors > Structure,16007,Landmarks and Outdoors , Structure,79.3,Landmarks and Outdoors > Sculpture Garden,16047,52.2,Business and Professional Services > Photography Service,11137,51.8,TRUE
knife_sharpening,Retail > Shopping Mall,17114,Retail , Shopping Mall,48.4,Dining and Drinking,13000,48.2,Retail > Newsagent,17099,47.6,TRUE
baby_gear_and_furniture,Retail > Furniture and Home Store,17082,Retail , Furniture and Home Store,67.2,Retail > Furniture and Home Store > Home Appliance Store,17084,55.3,Retail > Baby Store,17014,54.9,TRUE
pets,Business and Professional Services > Pet Service,11133,Business and Professional Services , Pet Service,50.5,Retail > Pet Supplies Store,17110,50.4,Event,14000,49.5,TRUE
collection_agencies,Business and Professional Services > Financial Service > Collections Service,11049,Business and Professional Services , Financial Service ,56.4,Sports and Recreation > Recreation Center,18048,54.4,Business and Professional Services > Financial Service > Loans Agency,11054,53.0,TRUE
international_business_and_trade_services,Business and Professional Services,11000,Business and Professional Services,,77.3,Business and Professional Services > Business Center,11021,71.9,Business and Professional Services > Business Service,11182,69.2,TRUE
pool_billiards,Arts and Entertainment > Pool Hall,10045,Arts and Entertainment , Pool Hall,57.8,Sports and Recreation > Gym and Studio > Gym Pool,18078,53.3,Travel and Transportation > Lodging > Hotel > Hotel Pool,19058,49.5,TRUE
trivia_host,Travel and Transportation > Lodging > Hostel,19013,Travel and Transportation , Lodging ,50.4,Retail > Vintage and Thrift Store,17138,49.7,Health and Medicine > Hospital,15014,49.4,TRUE
piano_services,Business and Professional Services > Technology Business > IT Service,11108,Business and Professional Services , Technology Business ,76.5,Business and Professional Services,11000,75.6,Business and Professional Services > Financial Service,11042,75.2,TRUE
fire_protection_service,Travel and Transportation > Transportation Service > Limo Service,19053,Travel and Transportation , Transportation Service ,68.4,Business and Professional Services > Pet Service,11133,68.3,Travel and Transportation > Transportation Service,19051,68.1,TRUE
irrigation,Community and Government > Organization,12082,Community and Government , Organization,57.5,Sports and Recreation,18000,55.3,Business and Professional Services > Refrigeration and Ice Supplier,11154,54.4,TRUE
goldsmith,Business and Professional Services > Locksmith,11115,Business and Professional Services , Locksmith,53.7,Retail > Sporting Goods Retail > Golf Store,17122,48.4,Retail > Sporting Goods Retail,17117,46.2,TRUE
hot_tubs_and_pools,Travel and Transportation > Lodging > Hotel > Hotel Pool,19058,Travel and Transportation , Lodging ,55.3,Travel and Transportation > Hot Air Balloon Tour Agency,19008,52.9,Sports and Recreation,18000,52.8,TRUE
farrier_services,Business and Professional Services > Repair Service,11157,Business and Professional Services , Repair Service,74.3,Business and Professional Services > Shoe Repair Service,11164,73.1,Business and Professional Services > Child Care Service,11025,72.1,TRUE
fireplace_service,Business and Professional Services > Home Improvement Service > Tree Service,11101,Business and Professional Services , Home Improvement Service ,71.9,Community and Government > Government Building > Law Enforcement and Public Safety > Rescue Service,12119,71.6,Business and Professional Services > Pet Service,11133,71.5,TRUE
hang_gliding_center,Arts and Entertainment > Bingo Center,10005,Arts and Entertainment , Bingo Center,66.1,Retail > Garden Center,17101,65.4,Sports and Recreation > Skydiving Center,18057,62.5,TRUE
water_delivery,Arts and Entertainment > Water Park,10055,Arts and Entertainment , Water Park,60.9,Event > Other Event,14015,57.7,Sports and Recreation > Water Sports,18067,56.6,TRUE
test_preparation,Sports and Recreation,18000,Sports and Recreation,,62.3,Travel and Transportation,19000,56.8,Travel and Transportation > Rest Area,19024,56.7,TRUE
christmas_trees,Event > Marketplace > Christmas Market,14010,Event , Marketplace ,77.6,Landmarks and Outdoors > Tree,16069,56.4,Retail > Costume Store,17031,55.8,TRUE
background_check_services,Business and Professional Services > Financial Service > Check Cashing Service,11048,Business and Professional Services , Financial Service ,69.0,Business and Professional Services > Automotive Service > Smog Check Shop,11014,60.6,Health and Medicine > Emergency Service > Ambulance Service,15009,59.8,TRUE
family_service_center,Business and Professional Services > Technology Business > IT Service,11108,Business and Professional Services , Technology Business ,66.8,Business and Professional Services > Pet Service,11133,65.7,Business and Professional Services > Rental Service,11156,64.6,TRUE
behavior_analyst,Retail > Cannabis Store,17021,Retail , Cannabis Store,50.6,Retail > Adult Store,17001,50.0,Retail > Baby Store,17014,49.8,TRUE
child_protection_service,Business and Professional Services > Child Care Service,11025,Business and Professional Services , Child Care Service,74.3,Business and Professional Services > Technology Business > IT Service,11108,67.4,Travel and Transportation > Transportation Service > Limo Service,19053,67.3,TRUE
surgical_center,Health and Medicine > Medical Center,15016,Health and Medicine , Medical Center,73.3,Community and Government > Cultural Center,12005,72.2,Community and Government > Spiritual Center,12098,71.4,TRUE
irrigation_companies,Business and Professional Services > Refrigeration and Ice Supplier,11154,Business and Professional Services , Refrigeration and Ice Supplier,55.8,Sports and Recreation > Recreation Center,18048,55.2,Community and Government > Rehabilitation Center,12093,52.7,TRUE
typing_services,Business and Professional Services > Automotive Service > Towing Service,11016,Business and Professional Services , Automotive Service ,79.0,Business and Professional Services > Tutoring Service,11172,77.5,Business and Professional Services > Welding Service,11178,76.5,TRUE
pool_and_hot_tub_services,Business and Professional Services > Home Improvement Service > Swimming Pool Maintenance and Service,11100,Business and Professional Services , Home Improvement Service ,69.6,Business and Professional Services > Import and Export Service,11104,68.0,Business and Professional Services > Food and Beverage Service,11056,63.8,TRUE
investing,Event > Convention,14002,Event , Convention,60.8,Sports and Recreation > Skating,18054,57.7,Event > Line,14008,55.1,TRUE
pharmaceutical_companies,Retail > Pharmacy,17145,Retail , Pharmacy,60.6,Community and Government > Utility Company,12115,56.7,Business and Professional Services > Mobile Company,11123,50.5,TRUE
audiovisual_equipment_rental,Business and Professional Services > Equipment Rental Service,11037,Business and Professional Services , Equipment Rental Service,76.2,Business and Professional Services > Audiovisual Service,11006,66.2,Travel and Transportation > Bike Rental,19002,59.9,TRUE
holiday_decorating,Sports and Recreation,18000,Sports and Recreation,,54.8,Sports and Recreation > Skating,18054,51.4,Dining and Drinking > Food Court,13052,49.5,TRUE
hydro_jetting,Arts and Entertainment,10000,Arts and Entertainment,,49.0,Retail > Betting Shop,17015,48.6,Business and Professional Services > Radio Station,11144,47.5,TRUE
pharmaceutical_products_wholesaler,Business and Professional Services > Wholesaler,11179,Business and Professional Services , Wholesaler,74.5,Retail > Warehouse or Wholesale Store,17139,59.7,Retail > Pharmacy,17145,55.4,TRUE
psychoanalyst,Health and Medicine > Mental Health Service > Psychologist,15020,Health and Medicine , Mental Health Service ,56.5,Landmarks and Outdoors > Canal,16009,52.8,Health and Medicine > Physician > Psychiatrist,15047,51.7,TRUE
endoscopist,Health and Medicine > Physician > Oncologist,15040,Health and Medicine , Physician ,50.3,Health and Medicine > Hospital,15014,49.4,Retail > Discount Store,17034,49.1,TRUE
orthotics,Health and Medicine > Physician > Orthopedic Surgeon,15043,Health and Medicine , Physician ,52.0,Arts and Entertainment > Museum > Erotic Museum,10029,51.2,Community and Government > Government Building > Courthouse,12067,50.4,TRUE
chocolatier,Retail > Food and Beverage Retail > Chocolate Store,17062,Retail , Food and Beverage Retail ,66.9,Community and Government > Education > Trade School,12063,49.9,Sports and Recreation > Water Sports > Swimming > Swim School,18076,49.3,TRUE
home_decor,Business and Professional Services > Home Improvement Service > Home Service,11089,Business and Professional Services , Home Improvement Service ,65.1,Dining and Drinking > Restaurant > Turkish Restaurant > Turkish Home Cooking Restaurant,13373,62.3,Retail > Furniture and Home Store,17082,62.3,TRUE
diagnostic_imaging,Health and Medicine > Physician > Pediatrician,15045,Health and Medicine , Physician ,51.5,Dining and Drinking,13000,49.9,Sports and Recreation > Water Sports > Swimming,18073,48.7,TRUE
nanny_services,Business and Professional Services,11000,Business and Professional Services,,77.5,Business and Professional Services > Laundry Service,11069,75.8,Business and Professional Services > Rental Service,11156,74.5,TRUE
bookbinding,Dining and Drinking,13000,Dining and Drinking,,47.5,Travel and Transportation > Lodging,19009,47.5,Community and Government > Government Building,12064,44.8,TRUE
