category_label,category_primary
bubble_soccer_field,Sports & Recreation
canoe_and_kayak_hire_service,Sports & Recreation
climbing_class,Sports & Recreation
climbing_service,Sports & Recreation
court_reporter,Sports & Recreation
courthouse,Sports & Recreation
cricket_ground,Sports & Recreation
disc_golf_course,Sports & Recreation
diving_center,Sports & Recreation
equestrian_facility,Sports & Recreation
esports_league,Sports & Recreation
esports_team,Sports & Recreation
fishing_charter,Sports & Recreation
fishing_club,Sports & Recreation
football_club,Sports & Recreation
football_stadium,Sports & Recreation
free_diving_center,Sports & Recreation
go_kart_club,Sports & Recreation
go_kart_track,Sports & Recreation
golf_cart_rental,Sports & Recreation
golf_club,Sports & Recreation
golf_course,Sports & Recreation
golf_instructor,Sports & Recreation
handball_court,Sports & Recreation
hiking_trail,Sports & Recreation
hockey_arena,Sports & Recreation
hockey_field,Sports & Recreation
horse_boarding,Sports & Recreation
horse_racing_track,Sports & Recreation
horse_riding,Sports & Recreation
hunting_and_fishing_supplies,Sports & Recreation
ice_skating_rink,Sports & Recreation
indoor_golf_center,Sports & Recreation
kiteboarding,Sports & Recreation
kiteboarding_instruction,Sports & Recreation
laser_tag,Sports & Recreation
miniature_golf_course,Sports & Recreation
mountain_bike_parks,Sports & Recreation
mountain_bike_trails,Sports & Recreation
paddle_tennis_club,Sports & Recreation
paddleboard_rental,Sports & Recreation
paddleboarding_center,Sports & Recreation
paintball,Sports & Recreation
parasailing_ride_service,Sports & Recreation
professional_sports_league,Sports & Recreation
professional_sports_team,Sports & Recreation
race_track,Sports & Recreation
racquetball_court,Sports & Recreation
rafting_kayaking_area,Sports & Recreation
rock_climbing_instructor,Sports & Recreation
rock_climbing_spot,Sports & Recreation
roller_skating_rink,Sports & Recreation
rowing_club,Sports & Recreation
rugby_pitch,Sports & Recreation
rugby_stadium,Sports & Recreation
sailing_area,Sports & Recreation
sailing_club,Sports & Recreation
school_sports_league,Sports & Recreation
school_sports_team,Sports & Recreation
scuba_diving_center,Sports & Recreation
scuba_diving_instruction,Sports & Recreation
shooting_range,Sports & Recreation
skate_park,Sports & Recreation
skating_rink,Sports & Recreation
ski_and_snowboard_school,Sports & Recreation
ski_area,Sports & Recreation
ski_resort,Sports & Recreation
sky_diving,Sports & Recreation
sledding_rental,Sports & Recreation
snorkeling,Sports & Recreation
soccer_club,Sports & Recreation
soccer_field,Sports & Recreation
soccer_stadium,Sports & Recreation
sports_and_recreation_venue,Sports & Recreation
sports_club_and_league,Sports & Recreation
sports_school,Sports & Recreation
sports_wear,Sports & Recreation
squash_court,Sports & Recreation
stadium_arena,Sports & Recreation
surfboard_rental,Sports & Recreation
surfing,Sports & Recreation
surfing_school,Sports & Recreation
swimming_pool,Sports & Recreation
table_tennis_club,Sports & Recreation
tennis_court,Sports & Recreation
tennis_stadium,Sports & Recreation
track_stadium,Sports & Recreation
trail,Sports & Recreation
trailer_rentals,Sports & Recreation
trampoline_park,Sports & Recreation
tubing_provider,Sports & Recreation
volleyball_club,Sports & Recreation
volleyball_court,Sports & Recreation
wildlife_hunting_range,Sports & Recreation
biotechnology_company,Technology & IT
credit_and_debt_counseling,Technology & IT
data_recovery,Technology & IT
home_network_installation,Technology & IT
software_development,Technology & IT
web_hosting_service,Technology & IT
travel_agents,Tourism & Attractions
attraction_farm,Tourism & Attractions
attractions_and_activities,Tourism & Attractions
atv_rentals_and_tours,Tourism & Attractions
beer_tours,Tourism & Attractions
bike_tours,Tourism & Attractions
boat_tours,Tourism & Attractions
bus_tours,Tourism & Attractions
castle,Tourism & Attractions
fort,Tourism & Attractions
fountain,Tourism & Attractions
historical_tours,Tourism & Attractions
landmark_and_historical_building,Tourism & Attractions
lighthouse,Tourism & Attractions
lookout,Tourism & Attractions
memorial_park,Tourism & Attractions
monument,Tourism & Attractions
palace,Tourism & Attractions
scooter_tours,Tourism & Attractions
sculpture_statue,Tourism & Attractions
tours,Tourism & Attractions
visitor_center,Tourism & Attractions
walking_tours,Tourism & Attractions
whale_watching_tours,Tourism & Attractions
wine_tours,Tourism & Attractions
coach_bus,Transportation
bus_service,Transportation
airline,Transportation
airlines,Transportation
airport,Transportation
airport_shuttles,Transportation
airport_terminal,Transportation
balloon_ports,Transportation
bike_parking,Transportation
bus_station,Transportation
business_storage_and_transportation,Transportation
disability_services_and_support_organization,Transportation
exporters,Transportation
ferry_boat_company,Transportation
ferry_service,Transportation
gliderports,Transportation
heliports,Transportation
importer_and_exporter,Transportation
importers,Transportation
it_support_and_service,Technology & IT
light_rail_and_subway_stations,Transportation
limo_services,Transportation
major_airports,Transportation
metro_station,Transportation
parking,Transportation
pet_transportation,Transportation
railroad_freight,Transportation
railway_service,Transportation
railway_ticket_agent,Transportation
ride_sharing,Transportation
seaplane_bases,Transportation
sport_equipment_rentals,Transportation
taxi_service,Transportation
taxidermist,Transportation
train_station,Transportation
transport_interchange,Transportation
transportation,Transportation
b2b_energy_and_mining,Utilities & Infrastructure
bridge,Utilities & Infrastructure
dam,Utilities & Infrastructure
electric_utility_provider,Utilities & Infrastructure
electrical_wholesaler,Utilities & Infrastructure
electricity_supplier,Utilities & Infrastructure
energy_company,Utilities & Infrastructure
energy_equipment_and_solution,Utilities & Infrastructure
garbage_collection_service,Utilities & Infrastructure
hazardous_waste_disposal,Utilities & Infrastructure
home_energy_auditor,Utilities & Infrastructure
internet_service_provider,Utilities & Infrastructure
pet_waste_removal,Pet Services
pipeline_transportation,Utilities & Infrastructure
power_plants_and_power_plant_service,Utilities & Infrastructure
recycling_center,Utilities & Infrastructure
telecommunications,Utilities & Infrastructure
telecommunications_company,Utilities & Infrastructure
telephone_services,Utilities & Infrastructure
toll_stations,Utilities & Infrastructure
utility_service,Utilities & Infrastructure
water_supplier,Utilities & Infrastructure
wind_energy,Utilities & Infrastructure
