OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary
oncologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
physician_assistant,Healthcare & Medical,Healthcare & Medical,Health and Medicine
geneticist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
retina_specialist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
medical_supply,Healthcare & Medical,Healthcare & Medical,Health and Medicine
internal_medicine,Healthcare & Medical,Healthcare & Medical,Health and Medicine
psychologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
traditional_chinese_medicine,Healthcare & Medical,Healthcare & Medical,Health and Medicine
nursing_school,Healthcare & Medical,Healthcare & Medical,Health and Medicine
health_retreats,Healthcare & Medical,Healthcare & Medical,Health and Medicine
occupational_therapy,Healthcare & Medical,Healthcare & Medical,Health and Medicine
speech_therapist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
veterinarian,Healthcare & Medical,Healthcare & Medical,Health and Medicine
allergist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
counseling_and_mental_health,Healthcare & Medical,Healthcare & Medical,Health and Medicine
chiropractor,Healthcare & Medical,Healthcare & Medical,Health and Medicine
endocrinologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
dental_supply_store,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pathologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pediatrician,Healthcare & Medical,Healthcare & Medical,Health and Medicine
health_department,Healthcare & Medical,Healthcare & Medical,Health and Medicine
oral_surgeon,Healthcare & Medical,Healthcare & Medical,Health and Medicine
rheumatologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
surgeon,Healthcare & Medical,Healthcare & Medical,Health and Medicine
maternity_wear,Healthcare & Medical,Healthcare & Medical,Health and Medicine
cosmetic_surgeon,Healthcare & Medical,Healthcare & Medical,Health and Medicine
geriatric_medicine,Healthcare & Medical,Healthcare & Medical,Health and Medicine
abortion_clinic,Healthcare & Medical,Healthcare & Medical,Health and Medicine
orthopedist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
sex_therapist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
medical_sciences_schools,Healthcare & Medical,Healthcare & Medical,Health and Medicine
medical_research_and_development,Healthcare & Medical,Healthcare & Medical,Health and Medicine
doctor,Healthcare & Medical,Healthcare & Medical,Health and Medicine
animal_assisted_therapy,Healthcare & Medical,Healthcare & Medical,Health and Medicine
urgent_care_clinic,Healthcare & Medical,Healthcare & Medical,Health and Medicine
ophthalmologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
neuropathologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
toxicologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
medical_spa,Healthcare & Medical,Healthcare & Medical,Health and Medicine
sperm_clinic,Healthcare & Medical,Healthcare & Medical,Health and Medicine
sports_medicine,Healthcare & Medical,Healthcare & Medical,Health and Medicine
dentist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
health_insurance_office,Healthcare & Medical,Healthcare & Medical,Health and Medicine
osteopathic_physician,Healthcare & Medical,Healthcare & Medical,Health and Medicine
hypnosis_hypnotherapy,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pediatric_oncology,Healthcare & Medical,Healthcare & Medical,Health and Medicine
prenatal_perinatal_care,Healthcare & Medical,Healthcare & Medical,Health and Medicine
dental_hygienist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
acupuncture,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pharmacy_schools,Healthcare & Medical,Healthcare & Medical,Health and Medicine
cryotherapy,Healthcare & Medical,Healthcare & Medical,Health and Medicine
hospice,Healthcare & Medical,Healthcare & Medical,Health and Medicine
hematology,Healthcare & Medical,Healthcare & Medical,Health and Medicine
hospitalist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
plastic_surgeon,Healthcare & Medical,Healthcare & Medical,Health and Medicine
clinical_laboratories,Healthcare & Medical,Healthcare & Medical,Health and Medicine
audiologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
health_spa,Healthcare & Medical,Healthcare & Medical,Health and Medicine
marriage_or_relationship_counselor,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pediatric_cardiology,Healthcare & Medical,Healthcare & Medical,Health and Medicine
walk_in_clinic,Healthcare & Medical,Healthcare & Medical,Health and Medicine
nephrologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
dialysis_clinic,Healthcare & Medical,Healthcare & Medical,Health and Medicine
immunodermatologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
emergency_room,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pediatric_nephrology,Healthcare & Medical,Healthcare & Medical,Health and Medicine
emergency_pet_hospital,Healthcare & Medical,Healthcare & Medical,Health and Medicine
cannabis_clinic,Healthcare & Medical,Healthcare & Medical,Health and Medicine
medical_transportation,Healthcare & Medical,Healthcare & Medical,Health and Medicine
concierge_medicine,Healthcare & Medical,Healthcare & Medical,Health and Medicine
medical_law,Healthcare & Medical,Healthcare & Medical,Health and Medicine
skilled_nursing,Healthcare & Medical,Healthcare & Medical,Health and Medicine
hydrotherapy,Healthcare & Medical,Healthcare & Medical,Health and Medicine
neurologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
massage_therapy,Healthcare & Medical,Healthcare & Medical,Health and Medicine
cardiovascular_and_thoracic_surgeon,Healthcare & Medical,Healthcare & Medical,Health and Medicine
medical_service_organizations,Healthcare & Medical,Healthcare & Medical,Health and Medicine
health_consultant,Healthcare & Medical,Healthcare & Medical,Health and Medicine
health_and_wellness_club,Healthcare & Medical,Healthcare & Medical,Health and Medicine
psychotherapist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pet_hospice,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pharmacy,Healthcare & Medical,Healthcare & Medical,Health and Medicine
psychiatrist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
laser_eye_surgery_lasik,Healthcare & Medical,Healthcare & Medical,Health and Medicine
eye_care_clinic,Healthcare & Medical,Healthcare & Medical,Health and Medicine
obstetrician_and_gynecologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
dermatologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
naturopathic_holistic,Healthcare & Medical,Healthcare & Medical,Health and Medicine
hospital_equipment_and_supplies,Healthcare & Medical,Healthcare & Medical,Health and Medicine
acne_treatment,Healthcare & Medical,Healthcare & Medical,Health and Medicine
podiatrist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
dentistry_schools,Healthcare & Medical,Healthcare & Medical,Health and Medicine
home_health_care,Healthcare & Medical,Healthcare & Medical,Health and Medicine
hospital,Healthcare & Medical,Healthcare & Medical,Health and Medicine
holistic_animal_care,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pediatric_anesthesiology,Healthcare & Medical,Healthcare & Medical,Health and Medicine
medical_school,Healthcare & Medical,Healthcare & Medical,Health and Medicine
preventive_medicine,Healthcare & Medical,Healthcare & Medical,Health and Medicine
childrens_hospital,Healthcare & Medical,Healthcare & Medical,Health and Medicine
environmental_medicine,Healthcare & Medical,Healthcare & Medical,Health and Medicine
child_psychiatrist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
medical_cannabis_referral,Healthcare & Medical,Healthcare & Medical,Health and Medicine
pediatric_endocrinology,Healthcare & Medical,Healthcare & Medical,Health and Medicine
addiction_rehabilitation_center,Healthcare & Medical,Healthcare & Medical,Health and Medicine
neurotologist,Healthcare & Medical,Healthcare & Medical,Health and Medicine
animal_physical_therapy,Healthcare & Medical,Healthcare & Medical,Health and Medicine
homeopathic_medicine,Healthcare & Medical,Healthcare & Medical,Health and Medicine
gardener,Home & Garden Services,Home & Garden Services,Business and Professional Services
air_duct_cleaning_service,Home & Garden Services,Home & Garden Services,Business and Professional Services
industrial_cleaning_services,Home & Garden Services,Home & Garden Services,Business and Professional Services
deck_and_railing_sales_service,Home & Garden Services,Home & Garden Services,Business and Professional Services
key_and_locksmith,Home & Garden Services,Home & Garden Services,Business and Professional Services
carpet_cleaning,Home & Garden Services,Home & Garden Services,Business and Professional Services
garage_door_service,Home & Garden Services,Home & Garden Services,Business and Professional Services
gutter_service,Home & Garden Services,Home & Garden Services,Business and Professional Services
junk_removal_and_hauling,Home & Garden Services,Home & Garden Services,Business and Professional Services
cleaning_products_supplier,Home & Garden Services,Home & Garden Services,Business and Professional Services
cleaning_services,Home & Garden Services,Home & Garden Services,Business and Professional Services
pressure_washing,Home & Garden Services,Home & Garden Services,Business and Professional Services
indoor_landscaping,Home & Garden Services,Home & Garden Services,Business and Professional Services
chimney_service,Home & Garden Services,Home & Garden Services,Business and Professional Services
handyman,Home & Garden Services,Home & Garden Services,Business and Professional Services
solar_panel_cleaning,Home & Garden Services,Home & Garden Services,Business and Professional Services
movers,Home & Garden Services,Home & Garden Services,Business and Professional Services
patio_covers,Home & Garden Services,Home & Garden Services,Business and Professional Services
chimney_sweep,Home & Garden Services,Home & Garden Services,Business and Professional Services
dry_cleaning,Home & Garden Services,Home & Garden Services,Business and Professional Services
tree_services,Home & Garden Services,Home & Garden Services,Business and Professional Services
snow_removal_service,Home & Garden Services,Home & Garden Services,Business and Professional Services
landscaping,Home & Garden Services,Home & Garden Services,Business and Professional Services
pool_cleaning,Home & Garden Services,Home & Garden Services,Business and Professional Services
office_cleaning,Home & Garden Services,Home & Garden Services,Business and Professional Services
security_systems,Home & Garden Services,Home & Garden Services,Business and Professional Services
fence_and_gate_sales_service,Home & Garden Services,Home & Garden Services,Business and Professional Services
window_washing,Home & Garden Services,Home & Garden Services,Business and Professional Services
janitorial_services,Home & Garden Services,Home & Garden Services,Business and Professional Services
home_cleaning,Home & Garden Services,Home & Garden Services,Business and Professional Services
occupational_safety,Home & Garden Services,Home & Garden Services,Business and Professional Services
pest_control_service,Home & Garden Services,Home & Garden Services,Business and Professional Services
metal_detector_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
jewelry_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
mining,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
printing_equipment_and_supply,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
b2b_storage_and_warehouses,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
shoe_factory,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
plastic_company,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
chemical_plant,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
oil_and_gas_exploration_and_development,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
book_magazine_distribution,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
b2b_textiles,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
metals,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
printing_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
b2b_rubber_and_plastics,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
coal_and_coke,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
iron_work,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
mattress_manufacturing,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
scrap_metals,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
business_manufacturing_and_supply,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
environmental_renewable_natural_resource,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
industrial_spares_and_products_wholesaler,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
aircraft_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
lighting_fixture_manufacturers,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
glass_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
oil_and_gas_field_equipment_and_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
saw_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
appliance_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
manufacturers_agents_and_representatives,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
leather_products_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
industrial_company,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
mills,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
textile_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
oil_and_gas,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
environmental_abatement_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
industrial_equipment,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
plastic_fabrication_company,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
iron_and_steel_industry,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
furniture_assembly,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
sheet_metal,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
flour_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
distribution_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
steel_fabricators,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
environmental_and_ecological_services_for_businesses,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
metal_supplier,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
fingerprinting_service,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
environmental_conservation_organization,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
cosmetic_products_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
metal_plating_service,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
screen_printing_t_shirt_printing,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
environmental_testing,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
paper_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
wallpaper_installers,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
jewelry_and_watches_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
furniture_manufacturers,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
3d_printing_service,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
commercial_industrial,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
plastic_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
warehouses,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
environmental_conservation_and_ecological_organizations,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
cotton_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
metal_materials_and_experts,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
b2b_oil_and_gas_extraction_and_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
metal_fabricator,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services
social_media_company,Media & Communications,Media & Communications,Business and Professional Services
media_news_company,Media & Communications,Media & Communications,Business and Professional Services
radio_station,Media & Communications,Media & Communications,Business and Professional Services
print_media,Media & Communications,Media & Communications,Business and Professional Services
media_news_website,Media & Communications,Media & Communications,Business and Professional Services
television_station,Media & Communications,Media & Communications,Business and Professional Services
mass_media,Media & Communications,Media & Communications,Business and Professional Services
media_critic,Media & Communications,Media & Communications,Business and Professional Services
business_to_business_services,Other Services,Other Services,Business and Professional Services
shades_and_blinds,Other Services,Other Services,Business and Professional Services
tabletop_games,Other Services,Other Services,Business and Professional Services
farm_equipment_and_supply,Other Services,Other Services,Business and Professional Services
books_mags_music_and_video,Other Services,Other Services,Business and Professional Services
gemstone_and_mineral,Other Services,Other Services,Business and Professional Services
infectious_disease_specialist,Other Services,Other Services,Business and Professional Services
oil_refiners,Other Services,Other Services,Business and Professional Services
information_technology_company,Other Services,Other Services,Business and Professional Services
shoe_shining_service,Other Services,Other Services,Business and Professional Services
office_equipment,Other Services,Other Services,Business and Professional Services
packing_services,Other Services,Other Services,Business and Professional Services
ticket_sales,Other Services,Other Services,Business and Professional Services
bus_rentals,Other Services,Other Services,Business and Professional Services
iv_hydration,Other Services,Healthcare & Medical,Health and Medicine
racing_experience,Other Services,Other Services,Business and Professional Services
land_surveying,Other Services,Other Services,Business and Professional Services
ear_nose_and_throat,Other Services,Healthcare & Medical,Health and Medicine
water_purification_services,Other Services,Other Services,Business and Professional Services
scientific_laboratories,Other Services,Healthcare & Medical,Health and Medicine
teeth_whitening,Other Services,Healthcare & Medical,Health and Medicine
marina,Other Services,Other Services,Business and Professional Services
door_sales_service,Other Services,Other Services,Business and Professional Services
cannabis_collective,Other Services,Other Services,Business and Professional Services
road_structures_and_services,Other Services,Other Services,Business and Professional Services
canal,Other Services,Other Services,Business and Professional Services
travel_company,Other Services,Other Services,Business and Professional Services
firewood,Other Services,Other Services,Business and Professional Services
jazz_and_blues,Other Services,Arts & Entertainment,Arts and Entertainment
antenna_service,Other Services,Other Services,Business and Professional Services
rest_areas,Other Services,Other Services,Business and Professional Services
laser_cutting_service_provider,Other Services,Other Services,Business and Professional Services
elevator_service,Other Services,Other Services,Business and Professional Services
orthodontist,Other Services,Healthcare & Medical,Health and Medicine
business_equipment_and_supply,Other Services,Business-to-Business,Business and Professional Services
pedicab_service,Other Services,Other Services,Business and Professional Services
personal_care_service,Other Services,Other Services,Business and Professional Services
paint_your_own_pottery,Other Services,Other Services,Business and Professional Services
exhibition_and_trade_center,Other Services,Other Services,Business and Professional Services
safety_equipment,Other Services,Other Services,Business and Professional Services
writing_service,Other Services,Other Services,Business and Professional Services
prosthodontist,Other Services,Healthcare & Medical,Health and Medicine
security_services,Other Services,Other Services,Business and Professional Services
laundromat,Other Services,Other Services,Business and Professional Services
country_club,Other Services,Other Services,Business and Professional Services
backpacking_area,Other Services,Other Services,Business and Professional Services
music_critic,Other Services,Arts & Entertainment,Arts and Entertainment
feng_shui,Other Services,Home & Garden Services,Business and Professional Services
holiday_decor,Other Services,Home & Garden Services,Business and Professional Services
endodontist,Other Services,Healthcare & Medical,Health and Medicine
bulk_billing,Other Services,Other Services,Business and Professional Services
sign_making,Other Services,Other Services,Business and Professional Services
luggage_storage,Other Services,Other Services,Business and Professional Services
vitamins_and_supplements,Other Services,Other Services,Business and Professional Services
team_building_activity,Other Services,Other Services,Business and Professional Services
street_vendor,Other Services,Other Services,Business and Professional Services
general_litigation,Other Services,Other Services,Business and Professional Services
foot_care,Other Services,Healthcare & Medical,Health and Medicine
logging_equipment_and_supplies,Other Services,Other Services,Business and Professional Services
freight_and_cargo_service,Other Services,Other Services,Business and Professional Services
meat_wholesaler,Other Services,Other Services,Business and Professional Services
pool_hall,Other Services,Other Services,Business and Professional Services
windows_installation,Other Services,Construction & Contractors,Business and Professional Services
horseback_riding_service,Other Services,Other Services,Business and Professional Services
fidelity_and_surety_bonds,Other Services,Financial Services,Business and Professional Services
genealogists,Other Services,Other Services,Business and Professional Services
emergency_roadside_service,Other Services,Other Services,Business and Professional Services
payroll_services,Other Services,Financial Services,Business and Professional Services
plaza,Other Services,Other Services,Business and Professional Services
business_financing,Other Services,Financial Services,Business and Professional Services
supernatural_reading,Other Services,Other Services,Business and Professional Services
solar_installation,Other Services,Construction & Contractors,Business and Professional Services
glass_and_mirror_sales_service,Other Services,Other Services,Business and Professional Services
inventory_control_service,Other Services,Other Services,Business and Professional Services
ev_charging_station,Other Services,Other Services,Business and Professional Services
footwear_wholesaler,Other Services,Other Services,Business and Professional Services
translating_and_interpreting_services,Other Services,Other Services,Business and Professional Services
family_practice,Other Services,Healthcare & Medical,Health and Medicine
wine_tasting_room,Other Services,Other Services,Business and Professional Services
private_jet_charters,Other Services,Other Services,Business and Professional Services
auction_house,Other Services,Other Services,Business and Professional Services
mobility_equipment_services,Other Services,Healthcare & Medical,Health and Medicine
active_life,Other Services,Healthcare & Medical,Health and Medicine
misting_system_services,Other Services,Other Services,Business and Professional Services
hearing_aids,Other Services,Healthcare & Medical,Health and Medicine
nudist_clubs,Other Services,Other Services,Business and Professional Services
scooter_rental,Other Services,Other Services,Business and Professional Services
bags_luggage_company,Other Services,Other Services,Business and Professional Services
challenge_courses_center,Other Services,Other Services,Business and Professional Services
package_locker,Other Services,Other Services,Business and Professional Services
bike_sharing,Other Services,Other Services,Business and Professional Services
ceiling_service,Other Services,Other Services,Business and Professional Services
halfway_house,Other Services,Other Services,Business and Professional Services
sandblasting_service,Other Services,Other Services,Business and Professional Services
arts_and_crafts,Other Services,Other Services,Business and Professional Services
embroidery_and_crochet,Other Services,Other Services,Business and Professional Services
betting_center,Other Services,Other Services,Business and Professional Services
olive_oil,Other Services,Other Services,Business and Professional Services
quay,Other Services,Other Services,Business and Professional Services
plasterer,Other Services,Other Services,Business and Professional Services
wholesale_grocer,Other Services,Other Services,Business and Professional Services
sleep_specialist,Other Services,Healthcare & Medical,Health and Medicine
bookmakers,Other Services,Other Services,Business and Professional Services
business_to_business,Other Services,Business-to-Business,Business and Professional Services
fishmonger,Other Services,Other Services,Business and Professional Services
artificial_turf,Other Services,Other Services,Business and Professional Services
jet_skis_rental,Other Services,Other Services,Business and Professional Services
countertop_installation,Other Services,Construction & Contractors,Business and Professional Services
musician,Other Services,Arts & Entertainment,Arts and Entertainment
immigration_assistance_services,Other Services,Other Services,Business and Professional Services
gold_buyer,Other Services,Other Services,Business and Professional Services
motor_freight_trucking,Other Services,Other Services,Business and Professional Services
promotional_products_and_services,Other Services,Other Services,Business and Professional Services
street_art,Other Services,Arts & Entertainment,Arts and Entertainment
kitchen_and_bath,Other Services,Construction & Contractors,Business and Professional Services
display_home_center,Other Services,Other Services,Business and Professional Services
quarries,Other Services,Other Services,Business and Professional Services
hearing_aid_provider,Other Services,Healthcare & Medical,Health and Medicine
skylight_installation,Other Services,Construction & Contractors,Business and Professional Services
tower_communication_service,Other Services,Other Services,Business and Professional Services
corporate_office,Other Services,Other Services,Business and Professional Services
rv_storage_facility,Other Services,Other Services,Business and Professional Services
smokehouse,Other Services,Other Services,Business and Professional Services
archaeological_services,Other Services,Other Services,Business and Professional Services
golf_equipment,Other Services,Retail & Shopping,Retail
tea_wholesaler,Other Services,Other Services,Business and Professional Services
courier_and_delivery_services,Other Services,Other Services,Business and Professional Services
ultrasound_imaging_center,Other Services,Healthcare & Medical,Health and Medicine
cemeteries,Other Services,Other Services,Business and Professional Services
prosthetics,Other Services,Healthcare & Medical,Health and Medicine
tui_na,Other Services,Other Services,Business and Professional Services
organ_and_tissue_donor_service,Other Services,Healthcare & Medical,Health and Medicine
bike_rentals,Other Services,Other Services,Business and Professional Services
shutters,Other Services,Other Services,Business and Professional Services
radio_and_television_commercials,Other Services,Other Services,Business and Professional Services
private_equity_firm,Other Services,Financial Services,Business and Professional Services
holding_companies,Other Services,Other Services,Business and Professional Services
logging_services,Other Services,Other Services,Business and Professional Services
hot_air_balloons_tour,Other Services,Other Services,Business and Professional Services
interlock_system,Other Services,Other Services,Business and Professional Services
tools_wholesaler,Other Services,Other Services,Business and Professional Services
ambulance_and_ems_services,Other Services,Healthcare & Medical,Health and Medicine
cheerleading,Other Services,Other Services,Business and Professional Services
leather_goods,Other Services,Other Services,Business and Professional Services
geological_services,Other Services,Other Services,Business and Professional Services
tv_mounting,Other Services,Other Services,Business and Professional Services
weather_forecast_services,Other Services,Other Services,Business and Professional Services
phlebologist,Other Services,Other Services,Business and Professional Services
travel_services,Other Services,Other Services,Business and Professional Services
video_and_video_game_rentals,Other Services,Other Services,Business and Professional Services
shipping_collection_services,Other Services,Other Services,Business and Professional Services
mortuary_services,Other Services,Other Services,Business and Professional Services
private_investigation,Other Services,Other Services,Business and Professional Services
fmcg_wholesaler,Other Services,Other Services,Business and Professional Services
tower,Other Services,Other Services,Business and Professional Services
strip_club,Other Services,Other Services,Business and Professional Services
paint_and_sip,Other Services,Other Services,Business and Professional Services
laboratory,Other Services,Healthcare & Medical,Health and Medicine
pool_and_billiards,Other Services,Other Services,Business and Professional Services
geriatric_psychiatry,Other Services,Healthcare & Medical,Health and Medicine
business,Other Services,Other Services,Business and Professional Services
money_transfer_services,Other Services,Financial Services,Business and Professional Services
home_service,Other Services,Other Services,Business and Professional Services
surgical_appliances_and_supplies,Other Services,Healthcare & Medical,Health and Medicine
digitizing_services,Other Services,Other Services,Business and Professional Services
drinking_water_dispenser,Other Services,Other Services,Business and Professional Services
furniture_wholesalers,Other Services,Other Services,Business and Professional Services
computer_hardware_company,Other Services,Other Services,Business and Professional Services
dance_wear,Other Services,Other Services,Business and Professional Services
session_photography,Other Services,Arts & Entertainment,Arts and Entertainment
house_sitting,Other Services,Other Services,Business and Professional Services
mailbox_center,Other Services,Other Services,Business and Professional Services
gerontologist,Other Services,Healthcare & Medical,Health and Medicine
holiday_rental_home,Other Services,Other Services,Business and Professional Services
wood_and_pulp,Other Services,Other Services,Business and Professional Services
props,Other Services,Other Services,Business and Professional Services
casting_molding_and_machining,Other Services,Other Services,Business and Professional Services
osteopath,Other Services,Healthcare & Medical,Health and Medicine
bottled_water_company,Other Services,Other Services,Business and Professional Services
wellness_program,Other Services,Healthcare & Medical,Health and Medicine
process_servers,Other Services,Other Services,Business and Professional Services
lottery_ticket,Other Services,Other Services,Business and Professional Services
cremation_services,Other Services,Other Services,Business and Professional Services
self_storage_facility,Other Services,Other Services,Business and Professional Services
crane_services,Other Services,Other Services,Business and Professional Services
billing_services,Other Services,Other Services,Business and Professional Services
duplication_services,Other Services,Other Services,Business and Professional Services
fencing_club,Other Services,Other Services,Business and Professional Services
packing_supply,Other Services,Other Services,Business and Professional Services
refinishing_services,Other Services,Other Services,Business and Professional Services
officiating_services,Other Services,Other Services,Business and Professional Services
indoor_playcenter,Other Services,Other Services,Business and Professional Services
nurse_practitioner,Other Services,Healthcare & Medical,Health and Medicine
structure_and_geography,Other Services,Other Services,Business and Professional Services
knife_sharpening,Other Services,Other Services,Business and Professional Services
baby_gear_and_furniture,Other Services,Other Services,Business and Professional Services
fruits_and_vegetables,Other Services,Other Services,Business and Professional Services
pets,Other Services,Other Services,Business and Professional Services
party_supply,Other Services,Other Services,Business and Professional Services
collection_agencies,Other Services,Financial Services,Business and Professional Services
event_photography,Other Services,Arts & Entertainment,Arts and Entertainment
international_business_and_trade_services,Other Services,Other Services,Business and Professional Services
pool_billiards,Other Services,Other Services,Business and Professional Services
trivia_host,Other Services,Other Services,Business and Professional Services
pier,Other Services,Other Services,Business and Professional Services
travel,Other Services,Other Services,Business and Professional Services
driving_range,Other Services,Other Services,Business and Professional Services
piano_services,Other Services,Other Services,Business and Professional Services
fire_protection_service,Other Services,Other Services,Business and Professional Services
irrigation,Other Services,Other Services,Business and Professional Services
goldsmith,Other Services,Other Services,Business and Professional Services
hot_tubs_and_pools,Other Services,Other Services,Business and Professional Services
farrier_services,Other Services,Other Services,Business and Professional Services
fireplace_service,Other Services,Other Services,Business and Professional Services
hang_gliding_center,Other Services,Other Services,Business and Professional Services
water_delivery,Other Services,Other Services,Business and Professional Services
test_preparation,Other Services,Other Services,Business and Professional Services
christmas_trees,Other Services,Other Services,Business and Professional Services
background_check_services,Other Services,Other Services,Business and Professional Services
family_service_center,Other Services,Other Services,Business and Professional Services
behavior_analyst,Other Services,Other Services,Business and Professional Services
child_protection_service,Other Services,Other Services,Business and Professional Services
surgical_center,Other Services,Other Services,Business and Professional Services
country_house,Other Services,Other Services,Business and Professional Services
